4.911241691123315323e-01,4.436205139583327961e-01,4.098311856539131326e-01,3.855033464381112940e-01,3.677422116343244674e-01
3.507743552166384116e-01,3.384211117754604148e-01,3.293274964299670593e-01,3.225459157798307164e-01,3.174440336278637198e-01
3.119369458532136319e-01,3.077097786012100711e-01,3.045255185131811038e-01,3.021312305410338017e-01,3.003499021911735789e-01
2.981314116404183978e-01,2.963689927276116354e-01,2.950723817961083406e-01,2.941471405575236120e-01,2.935234254440425294e-01
2.925406740986925547e-01,2.917547292244357937e-01,2.912293445074272680e-01,2.909174774612744985e-01,2.907828613309261234e-01
2.903545849272862189e-01,2.900268476446941635e-01,2.898643186823576801e-01,2.898384340691184669e-01,2.899266804151695576e-01
2.897670418383676005e-01,2.896721188543567305e-01,2.896886297217933781e-01,2.897971422879188075e-01,2.899823908744247891e-01
2.899499080148605357e-01,2.899739367525608902e-01,2.900752853490592420e-01,2.902401552478257596e-01,2.904580992009829221e-01
2.904755287614292913e-01,2.905563804547695583e-01,2.906918840126274661e-01,2.908724165003584439e-01,2.910913268149223354e-01
2.911150511490306347e-01,2.912187013080635989e-01,2.913622194562230927e-01,2.915394561539303986e-01,2.917470194935400385e-01
2.917531817058598431e-01,2.918624888435504272e-01,2.920028983752073204e-01,2.921712979121972587e-01,2.923671573219778219e-01
2.923442409807100462e-01,2.924525624074920116e-01,2.925880110525049815e-01,2.927501499776215543e-01,2.929409317872525009e-01
2.928852112495772264e-01,2.929922555458256417e-01,2.931262733175012403e-01,2.932891521318068961e-01,2.934849402864717627e-01
2.933974728287752076e-01,2.935064453784644312e-01,2.936452279204228577e-01,2.938176825710836493e-01,2.940295698660459478e-01
2.939141798621956458e-01,2.940298291015688292e-01,2.941803947000705688e-01,2.943713757634235928e-01,2.946098886286291352e-01
2.944718612876445762e-01,2.945992042368922870e-01,2.947682307161463844e-01,2.949857689393107218e-01,2.952599863238674072e-01
2.951052810623914779e-01,2.952488381866053002e-01,2.954420125369501271e-01,2.956927009790371041e-01,2.960098931663740496e-01
2.958447265648276869e-01,2.960081198443814121e-01,2.962298505168656781e-01,2.965186894926271632e-01,2.968843230329593630e-01
2.967149989111476649e-01,2.969007895966828126e-01,2.971541546734995376e-01,2.974846334557886274e-01,2.979026253262362922e-01
2.977355145058774855e-01,2.979451812540339639e-01,2.982320133581151111e-01,2.986063374824233785e-01,2.990794898136215352e-01
2.989210839634272587e-01,2.991550643261433606e-01,2.994761000386144678e-01,2.998955102250301930e-01,3.004261144339488987e-01
3.002830937180629434e-01,3.005408283438171790e-01,3.008958721974452910e-01,3.013610388665298734e-01,3.019517093695749388e-01
3.018309693989253417e-01,3.021108955718676548e-01,3.024989639721102908e-01,3.030104821057136855e-01,3.036653780522362567e-01
3.035739564219606113e-01,3.038733920728978188e-01,3.042928079629307891e-01,3.048518656476492672e-01,3.055786095575381278e-01
3.055234366009357272e-01,3.058382714516443279e-01,3.062866700405786902e-01,3.068960284406930805e-01,3.077088750854456434e-01
3.076962492673922522e-01,3.080203055552209745e-01,3.084944717202813269e-01,3.091599849593712479e-01,3.100851794029968467e-01
3.101198402393385289e-01,3.104436685850360811e-01,3.109390332825718306e-01,3.116720559469647323e-01,3.127567958058422026e-01
3.128404683333909642e-01,3.131492113277182798e-01,3.136586531230490249e-01,3.144797677189684060e-01,3.158061428443003638e-01
3.159356017051161425e-01,3.162055010893207174e-01,3.167168266549800215e-01,3.176610481937834907e-01,3.193630772555299258e-01
3.195284934987734915e-01,3.197220884664227492e-01,3.202134779470476311e-01,3.213354087740986076e-01,3.236028146318035703e-01
3.237883795886754568e-01,3.238504108759727718e-01,3.242846908205688772e-01,3.256569307542683256e-01,3.286727226053619000e-01
3.288588022156087032e-01,3.287175962531227458e-01,3.290434802844470763e-01,3.307330367531480797e-01,3.344690616363438229e-01
3.346163202093180855e-01,3.341894111482150986e-01,3.343708476540346308e-01,3.363794446611303446e-01,3.403386420180656291e-01
3.403252644321378417e-01,3.395192015551188325e-01,3.396030338550337091e-01,3.417838690732759588e-01,3.450994022014847173e-01
3.446782072734063673e-01,3.434458344173453304e-01,3.436061994348268978e-01,3.456132051687128559e-01,3.476342232057975101e-01
3.465426696109382698e-01,3.450903104793605070e-01,3.454994659940432422e-01,3.469201636718717285e-01,3.476478537896931509e-01
3.458595945066254562e-01,3.446878291797871308e-01,3.452328647920029359e-01,3.459010260884074484e-01,3.457418848601221395e-01
3.436686603682554408e-01,3.430498243366169042e-01,3.434301456700505906e-01,3.434750292569973551e-01,3.428050340010241337e-01
3.410583894076185119e-01,3.407864515841605990e-01,3.408783641416312515e-01,3.405157675656468874e-01,3.396091137999645571e-01
3.384808703096082172e-01,3.383174541916703082e-01,3.382028969809883212e-01,3.376751440260161718e-01,3.366573071356693259e-01
3.360813105630223174e-01,3.359789203824130044e-01,3.358514809195913275e-01,3.353273161548966375e-01,3.342116051195446746e-01
3.340177650576679480e-01,3.340580721903710915e-01,3.340592065882536099e-01,3.335684618841057714e-01,3.325055060819013808e-01
3.324463331502854335e-01,3.327032089427371386e-01,3.328241156267212064e-01,3.324695388642456839e-01,3.314001330347081664e-01
3.313873395650930309e-01,3.318182787253270427e-01,3.320955586212682165e-01,3.318223285000967415e-01,3.309396129644306406e-01
3.306348074572307838e-01,3.312265650037918285e-01,3.316368702999391016e-01,3.314885825969438593e-01,3.311604734174607434e-01
