,kep,datetime
54,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 196.36541607226474;}, attitude=org.orekit.attitudes.Attitude@67823972, mass=1000.0, additional={}}",2020-01-01 00:55:00
55,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 198.946808613771;}, attitude=org.orekit.attitudes.Attitude@1f1574c, mass=1000.0, additional={}}",2020-01-01 00:56:00
56,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 201.54696426310667;}, attitude=org.orekit.attitudes.Attitude@16c9e378, mass=1000.0, additional={}}",2020-01-01 00:57:00
57,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 204.1685908008572;}, attitude=org.orekit.attitudes.Attitude@7d3815f7, mass=1000.0, additional={}}",2020-01-01 00:58:00
58,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 206.81446782653913;}, attitude=org.orekit.attitudes.Attitude@b87ea8b, mass=1000.0, additional={}}",2020-01-01 00:59:00
59,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 209.4874556268252;}, attitude=org.orekit.attitudes.Attitude@c79780, mass=1000.0, additional={}}",2020-01-01 01:00:00
60,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 212.1905040709219;}, attitude=org.orekit.attitudes.Attitude@594c66c3, mass=1000.0, additional={}}",2020-01-01 01:01:00
61,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 214.92666147623333;}, attitude=org.orekit.attitudes.Attitude@64e657b0, mass=1000.0, additional={}}",2020-01-01 01:02:00
62,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 217.69908336240823;}, attitude=org.orekit.attitudes.Attitude@50013a15, mass=1000.0, additional={}}",2020-01-01 01:03:00
63,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 220.5110409806203;}, attitude=org.orekit.attitudes.Attitude@6c46dc02, mass=1000.0, additional={}}",2020-01-01 01:04:00
64,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 223.36592946617512;}, attitude=org.orekit.attitudes.Attitude@5606d537, mass=1000.0, additional={}}",2020-01-01 01:05:00
65,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 226.26727541472107;}, attitude=org.orekit.attitudes.Attitude@b5390, mass=1000.0, additional={}}",2020-01-01 01:06:00
66,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 229.21874362375164;}, attitude=org.orekit.attitudes.Attitude@59831016, mass=1000.0, additional={}}",2020-01-01 01:07:00
67,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 232.22414266976884;}, attitude=org.orekit.attitudes.Attitude@37f71e8, mass=1000.0, additional={}}",2020-01-01 01:08:00
68,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 235.28742890538777;}, attitude=org.orekit.attitudes.Attitude@63b0b3dd, mass=1000.0, additional={}}",2020-01-01 01:09:00
69,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 238.41270835768879;}, attitude=org.orekit.attitudes.Attitude@397dfbe8, mass=1000.0, additional={}}",2020-01-01 01:10:00
70,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 241.6042358873434;}, attitude=org.orekit.attitudes.Attitude@783f5f71, mass=1000.0, additional={}}",2020-01-01 01:11:00
