,kep,datetime
72,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 248.20376814610955;}, attitude=org.orekit.attitudes.Attitude@73b3ce31, mass=1000.0, additional={}}",2020-01-01 01:13:00
73,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 251.62096403568228;}, attitude=org.orekit.attitudes.Attitude@4687366b, mass=1000.0, additional={}}",2020-01-01 01:14:00
74,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 255.12275454874995;}, attitude=org.orekit.attitudes.Attitude@3a17acd4, mass=1000.0, additional={}}",2020-01-01 01:15:00
75,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 258.71396579663764;}, attitude=org.orekit.attitudes.Attitude@8f589d7, mass=1000.0, additional={}}",2020-01-01 01:16:00
76,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 262.39945393734104;}, attitude=org.orekit.attitudes.Attitude@65da1cbe, mass=1000.0, additional={}}",2020-01-01 01:17:00
77,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 266.1840530390594;}, attitude=org.orekit.attitudes.Attitude@1a914a00, mass=1000.0, additional={}}",2020-01-01 01:18:00
78,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 270.07250876350724;}, attitude=org.orekit.attitudes.Attitude@1d67348a, mass=1000.0, additional={}}",2020-01-01 01:19:00
79,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 274.06939577811073;}, attitude=org.orekit.attitudes.Attitude@39f8adc0, mass=1000.0, additional={}}",2020-01-01 01:20:00
80,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 278.1790169179929;}, attitude=org.orekit.attitudes.Attitude@c7269ad, mass=1000.0, additional={}}",2020-01-01 01:21:00
81,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 282.4052824478973;}, attitude=org.orekit.attitudes.Attitude@1c23e369, mass=1000.0, additional={}}",2020-01-01 01:22:00
82,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 286.75156840225776;}, attitude=org.orekit.attitudes.Attitude@38445703, mass=1000.0, additional={}}",2020-01-01 01:23:00
83,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 291.22055399604704;}, attitude=org.orekit.attitudes.Attitude@44ae6b66, mass=1000.0, additional={}}",2020-01-01 01:24:00
84,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 295.81403958130306;}, attitude=org.orekit.attitudes.Attitude@5b0e5d5f, mass=1000.0, additional={}}",2020-01-01 01:25:00
85,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 300.53274862942146;}, attitude=org.orekit.attitudes.Attitude@58b5d5fc, mass=1000.0, additional={}}",2020-01-01 01:26:00
86,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 305.37611974723245;}, attitude=org.orekit.attitudes.Attitude@42536da6, mass=1000.0, additional={}}",2020-01-01 01:27:00
87,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 310.3420976938571;}, attitude=org.orekit.attitudes.Attitude@7591cbd1, mass=1000.0, additional={}}",2020-01-01 01:28:00
88,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 315.42693553473384;}, attitude=org.orekit.attitudes.Attitude@5cdc8499, mass=1000.0, additional={}}",2020-01-01 01:29:00
89,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 320.6250230715966;}, attitude=org.orekit.attitudes.Attitude@2a30b0cb, mass=1000.0, additional={}}",2020-01-01 01:30:00
90,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 325.9287589868802;}, attitude=org.orekit.attitudes.Attitude@73d7d676, mass=1000.0, additional={}}",2020-01-01 01:31:00
91,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 331.32848508801953;}, attitude=org.orekit.attitudes.Attitude@8e3449e, mass=1000.0, additional={}}",2020-01-01 01:32:00
92,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 336.8124999707228;}, attitude=org.orekit.attitudes.Attitude@3023f157, mass=1000.0, additional={}}",2020-01-01 01:33:00
93,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 342.36716583201525;}, attitude=org.orekit.attitudes.Attitude@1f3aa970, mass=1000.0, additional={}}",2020-01-01 01:34:00
94,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 347.9771158924931;}, attitude=org.orekit.attitudes.Attitude@5213b887, mass=1000.0, additional={}}",2020-01-01 01:35:00
95,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 353.62556129091513;}, attitude=org.orekit.attitudes.Attitude@40c6d1ef, mass=1000.0, additional={}}",2020-01-01 01:36:00
96,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 359.29468634448324;}, attitude=org.orekit.attitudes.Attitude@6f4029e9, mass=1000.0, additional={}}",2020-01-01 01:37:00
