,kep,datetime
73,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.034006908985828026; ey: -0.19708757871949767; hx: 0.6745062000548581; hy: -0.001768835448929417; lv: 531.3046922275661;}, attitude=org.orekit.attitudes.Attitude@1b6cad77, mass=625.0, additional={}}",2020-01-01 01:14:00
74,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03399713925812255; ey: -0.1970892636469562; hx: 0.6745061369813162; hy: -0.0017927385768499093; lv: 534.7995057512508;}, attitude=org.orekit.attitudes.Attitude@1fca53a7, mass=625.0, additional={}}",2020-01-01 01:15:00
75,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.033987369446951916; ey: -0.19709094809017064; hx: 0.674506073060693; hy: -0.0018166417025745635; lv: 538.3835151656637;}, attitude=org.orekit.attitudes.Attitude@40dee07b, mass=625.0, additional={}}",2020-01-01 01:16:00
76,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03397759955234013; ey: -0.19709263204913685; hx: 0.6745060082929885; hy: -0.0018405448260733564; lv: 542.0615703739934;}, attitude=org.orekit.attitudes.Attitude@21e39b82, mass=625.0, additional={}}",2020-01-01 01:17:00
77,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03396782957431118; ey: -0.19709431552385068; hx: 0.6745059426782027; hy: -0.0018644479473162647; lv: 545.8385010735573;}, attitude=org.orekit.attitudes.Attitude@5f9a8ddc, mass=625.0, additional={}}",2020-01-01 01:18:00
78,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03395805951288908; ey: -0.197095998514308; hx: 0.674505876216336; hy: -0.001888351066273265; lv: 549.719051057998;}, attitude=org.orekit.attitudes.Attitude@1280bae3, mass=625.0, additional={}}",2020-01-01 01:19:00
79,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.033948289368097816; ey: -0.1970976810205047; hx: 0.6745058089073881; hy: -0.0019122541829143342; lv: 553.7077963546311;}, attitude=org.orekit.attitudes.Attitude@256a5df0, mass=625.0, additional={}}",2020-01-01 01:20:00
80,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.0339385191399614; ey: -0.19709936304243664; hx: 0.6745057407513593; hy: -0.001936157297209449; lv: 557.8090452169914;}, attitude=org.orekit.attitudes.Attitude@1868ed54, mass=625.0, additional={}}",2020-01-01 01:21:00
81,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03392874882850382; ey: -0.1971010445800997; hx: 0.6745056717482496; hy: -0.0019600604091285865; lv: 562.0267183125255;}, attitude=org.orekit.attitudes.Attitude@131777e8, mass=625.0, additional={}}",2020-01-01 01:22:00
82,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03391897843374909; ey: -0.19710272563348974; hx: 0.6745056018980591; hy: -0.001983963518641723; lv: 566.3642080602069;}, attitude=org.orekit.attitudes.Attitude@45790cb, mass=625.0, additional={}}",2020-01-01 01:23:00
83,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03390920795572119; ey: -0.19710440620260264; hx: 0.6745055312007879; hy: -0.0020078666257188353; lv: 570.8242170697322;}, attitude=org.orekit.attitudes.Attitude@73a5d86c, mass=625.0, additional={}}",2020-01-01 01:24:00
84,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03389943739444414; ey: -0.19710608628743426; hx: 0.674505459656436; hy: -0.0020317697303299004; lv: 575.4085770945214;}, attitude=org.orekit.attitudes.Attitude@2cf88901, mass=625.0, additional={}}",2020-01-01 01:25:00
85,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.033889666749941934; ey: -0.19710776588798049; hx: 0.6745053872650036; hy: -0.002055672832444895; lv: 580.1180518911648;}, attitude=org.orekit.attitudes.Attitude@4780341, mass=625.0, additional={}}",2020-01-01 01:26:00
86,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03387989602223857; ey: -0.19710944500423722; hx: 0.6745053140264908; hy: -0.0020795759320337954; lv: 584.9521298804865;}, attitude=org.orekit.attitudes.Attitude@3c910acd, mass=625.0, additional={}}",2020-01-01 01:27:00
87,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03387012521135806; ey: -0.1971111236362003; hx: 0.6745052399408976; hy: -0.002103479029066579; lv: 589.908815442509;}, attitude=org.orekit.attitudes.Attitude@612ac38b, mass=625.0, additional={}}",2020-01-01 01:28:00
88,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.033860354317324384; ey: -0.19711280178386564; hx: 0.6745051650082241; hy: -0.0021273821235132224; lv: 594.984430834641;}, attitude=org.orekit.attitudes.Attitude@9f2fe2e, mass=625.0, additional={}}",2020-01-01 01:29:00
89,"SpacecraftState{orbit=equinoctial parameters: {a: 7000000.0; ex: 0.03385058334016156; ey: -0.1971144794472291; hx: 0.6745050892284704; hy: -0.0021512852153437022; lv: 600.1734437292356;}, attitude=org.orekit.attitudes.Attitude@4dd4965a, mass=625.0, additional={}}",2020-01-01 01:30:00
