LEO ephemeris
Frame : TOD/1996 without EOP
Period : 2020-01-01T00:00:00.000 - 2020-01-01T12:00:00.000
                   date;Semi-Major Axis (km);Eccentricity (-);Inclination (Degrees);RA of Asc· Node (Degrees);Argument of Perigee (Degrees);True Anomaly (Degrees)
2020/01/01 08:32:00.000;     6990.96368;     0.00223837;       98.00436;       90.35791;      309.94692;      145.25958
2020/01/01 08:33:00.000;     6991.25158;     0.00229896;       98.00420;       90.35923;      313.94256;      144.96334
2020/01/01 08:34:00.000;     6991.68471;     0.00234069;       98.00396;       90.36051;      318.03879;      144.56596
2020/01/01 08:35:00.000;     6992.25671;     0.00236349;       98.00364;       90.36176;      322.21680;      144.08629
2020/01/01 08:36:00.000;     6992.95853;     0.00236758;       98.00325;       90.36296;      326.45914;      143.54178
2020/01/01 08:37:00.000;     6993.77818;     0.00235351;       98.00280;       90.36410;      330.74788;      142.95038
2020/01/01 08:38:00.000;     6994.70132;     0.00232213;       98.00229;       90.36517;      335.06535;      142.32982
2020/01/01 08:39:00.000;     6995.71198;     0.00227450;       98.00173;       90.36617;      339.39326;      141.69837
2020/01/01 08:40:00.000;     6996.79282;     0.00221188;       98.00114;       90.36709;      343.71232;      141.07537
2020/01/01 08:41:00.000;     6997.92721;     0.00213551;       98.00053;       90.36793;      348.00459;      140.47877
2020/01/01 08:42:00.000;     6999.09910;     0.00204649;       97.99990;       90.36868;      352.24766;      139.93103
2020/01/01 08:43:00.000;     7000.29021;     0.00194608;       97.99926;       90.36935;      356.40460;      139.46908
2020/01/01 08:44:00.000;     7001.47801;     0.00183603;       97.99863;       90.36992;        0.41719;      139.15118
2020/01/01 08:45:00.000;     7002.63741;     0.00171871;       97.99802;       90.37042;        4.21046;      139.05234
2020/01/01 08:46:00.000;     7003.74850;     0.00159630;       97.99743;       90.37083;        7.70964;      139.24733
2020/01/01 08:47:00.000;     7004.79768;     0.00147034;       97.99688;       90.37117;       10.82555;      139.82538
2020/01/01 08:48:00.000;     7005.76888;     0.00134280;       97.99637;       90.37144;       13.41476;      140.92993
2020/01/01 08:49:00.000;     7006.64386;     0.00121654;       97.99591;       90.37164;       15.27920;      142.75907
2020/01/01 08:50:00.000;     7007.40787;     0.00109493;       97.99552;       90.37179;       16.17330;      145.55842
2020/01/01 08:51:00.000;     7008.04836;     0.00098216;       97.99519;       90.37189;       15.79040;      149.63466
2020/01/01 08:52:00.000;     7008.55425;     0.00088378;       97.99494;       90.37195;       13.80057;      155.31772
2020/01/01 08:53:00.000;     7008.91759;     0.00080666;       97.99477;       90.37197;        9.98438;      162.82709
2020/01/01 08:54:00.000;     7009.13367;     0.00075820;       97.99468;       90.37198;        4.47157;      172.03305
2020/01/01 08:55:00.000;     7009.20004;     0.00074442;       97.99468;       90.37198;      357.96639;      182.23135
2020/01/01 08:56:00.000;     7009.11558;     0.00076722;       97.99477;       90.37199;      351.63727;      192.25360
2020/01/01 08:57:00.000;     7008.88179;     0.00082314;       97.99495;       90.37200;      346.56882;      201.01523
2020/01/01 08:58:00.000;     7008.50310;     0.00090518;       97.99520;       90.37205;      343.28681;      207.99047
2020/01/01 08:59:00.000;     7007.98574;     0.00100587;       97.99554;       90.37213;      341.78224;      213.18836
2020/01/01 09:00:00.000;     7007.33802;     0.00111885;       97.99595;       90.37225;      341.78423;      216.87982
2020/01/01 09:01:00.000;     7006.56994;     0.00123923;       97.99642;       90.37243;      342.96797;      219.38966
2020/01/01 09:02:00.000;     7005.69269;     0.00136336;       97.99696;       90.37268;      345.05045;      221.00092
2020/01/01 09:03:00.000;     7004.71912;     0.00148835;       97.99754;       90.37299;      347.80936;      221.93595
2020/01/01 09:04:00.000;     7003.66446;     0.00161170;       97.99817;       90.37338;      351.07423;      222.36523
2020/01/01 09:05:00.000;     7002.54770;     0.00173103;       97.99882;       90.37384;      354.70895;      222.42490
2020/01/01 09:06:00.000;     7001.38918;     0.00184426;       97.99948;       90.37439;      358.60625;      222.22227
2020/01/01 09:07:00.000;     7000.20752;     0.00194974;       98.00016;       90.37502;        2.69156;      221.83190
2020/01/01 09:08:00.000;     6999.02200;     0.00204582;       98.00083;       90.37573;        6.90889;      221.30985
2020/01/01 09:09:00.000;     6997.85239;     0.00213095;       98.00149;       90.37653;       11.21272;      220.70163
2020/01/01 09:10:00.000;     6996.71684;     0.00220376;       98.00214;       90.37742;       15.57232;      220.03802
2020/01/01 09:11:00.000;     6995.63483;     0.00226273;       98.00275;       90.37839;       19.96018;      219.34654
2020/01/01 09:12:00.000;     6994.62568;     0.00230650;       98.00332;       90.37944;       24.34983;      218.65369
2020/01/01 09:13:00.000;     6993.70617;     0.00233397;       98.00385;       90.38056;       28.72114;      217.97963
2020/01/01 09:14:00.000;     6992.89180;     0.00234423;       98.00431;       90.38175;       33.05559;      217.34288
2020/01/01 09:15:00.000;     6992.19469;     0.00233673;       98.00470;       90.38300;       37.33865;      216.75802
2020/01/01 09:16:00.000;     6991.62411;     0.00231115;       98.00503;       90.38430;       41.56092;      216.23445
2020/01/01 09:17:00.000;     6991.18989;     0.00226704;       98.00527;       90.38564;       45.70871;      215.78589
2020/01/01 09:18:00.000;     6990.90131;     0.00220410;       98.00543;       90.38701;       49.76037;      215.43400
2020/01/01 09:19:00.000;     6990.76473;     0.00212245;       98.00550;       90.38841;       53.68857;      215.20613
2020/01/01 09:20:00.000;     6990.78268;     0.00202262;       98.00548;       90.38982;       57.46102;      215.13459
2020/01/01 09:21:00.000;     6990.95420;     0.00190556;       98.00537;       90.39123;       61.03860;      215.25849
2020/01/01 09:22:00.000;     6991.27615;     0.00177245;       98.00517;       90.39263;       64.36781;      215.63136
2020/01/01 09:23:00.000;     6991.74377;     0.00162470;       98.00489;       90.39400;       67.36984;      216.33201
2020/01/01 09:24:00.000;     6992.35085;     0.00146401;       98.00452;       90.39532;       69.92183;      217.48329
2020/01/01 09:25:00.000;     6993.08913;     0.00129269;       98.00408;       90.39660;       71.82403;      219.28496
2020/01/01 09:26:00.000;     6993.94653;     0.00111407;       98.00358;       90.39780;       72.74724;      222.06623
2020/01/01 09:27:00.000;     6994.90749;     0.00093291;       98.00301;       90.39894;       72.12446;      226.39406
2020/01/01 09:28:00.000;     6995.95412;     0.00075656;       98.00240;       90.39999;       68.92506;      233.29910
2020/01/01 09:29:00.000;     6997.06766;     0.00059764;       98.00176;       90.40096;       61.26766;      244.66270
2020/01/01 09:30:00.000;     6998.22978;     0.00048005;       98.00108;       90.40183;       46.42169;      263.21542
2020/01/01 09:31:00.000;     6999.42194;     0.00044033;       98.00040;       90.40261;       24.45568;      288.88871
2020/01/01 09:32:00.000;     7000.62446;     0.00049502;       97.99972;       90.40330;        3.76000;      313.29218
2020/01/01 09:33:00.000;     7001.81701;     0.00061415;       97.99905;       90.40389;      350.86130;      329.89913
2020/01/01 09:34:00.000;     7002.97932;     0.00076129;       97.99839;       90.40439;      344.42723;      340.04191
2020/01/01 09:35:00.000;     7004.09178;     0.00091547;       97.99778;       90.40481;      341.81637;      346.36190
2020/01/01 09:36:00.000;     7005.13559;     0.00106580;       97.99720;       90.40515;      341.38842;      350.49935
2020/01/01 09:37:00.000;     7006.09358;     0.00120610;       97.99667;       90.40541;      342.25521;      353.34240
2020/01/01 09:38:00.000;     7006.95018;     0.00133237;       97.99621;       90.40561;      343.92896;      355.37879
2020/01/01 09:39:00.000;     7007.69061;     0.00144166;       97.99581;       90.40574;      346.12611;      356.89203
2020/01/01 09:40:00.000;     7008.30168;     0.00153167;       97.99548;       90.40583;      348.66777;      358.06097
2020/01/01 09:41:00.000;     7008.77340;     0.00160079;       97.99524;       90.40588;      351.43498;      359.00453
2020/01/01 09:42:00.000;     7009.09769;     0.00164783;       97.99507;       90.40591;      354.34596;      359.80443
2020/01/01 09:43:00.000;     7009.26783;     0.00167180;       97.99499;       90.40591;      357.33684;        0.52449
2020/01/01 09:44:00.000;     7009.27985;     0.00167218;       97.99500;       90.40591;        0.35074;        1.22155
2020/01/01 09:45:00.000;     7009.13336;     0.00164893;       97.99510;       90.40592;        3.33241;        1.95082
2020/01/01 09:46:00.000;     7008.83136;     0.00160252;       97.99530;       90.40594;        6.22280;        2.77126
2020/01/01 09:47:00.000;     7008.38053;     0.00153397;       97.99558;       90.40600;        8.95378;        3.75100
2020/01/01 09:48:00.000;     7007.78995;     0.00144470;       97.99594;       90.40609;       11.44211;        4.97319
2020/01/01 09:49:00.000;     7007.06903;     0.00133630;       97.99637;       90.40624;       13.57071;        6.55490
2020/01/01 09:50:00.000;     7006.22796;     0.00121073;       97.99687;       90.40644;       15.15378;        8.68186
2020/01/01 09:51:00.000;     7005.28051;     0.00107098;       97.99743;       90.40672;       15.88588;       11.65948
2020/01/01 09:52:00.000;     7004.24485;     0.00092167;       97.99804;       90.40706;       15.25616;       15.99856
2020/01/01 09:53:00.000;     7003.14123;     0.00076981;       97.99868;       90.40749;       12.37620;       22.58749
2020/01/01 09:54:00.000;     7001.98964;     0.00062690;       97.99935;       90.40800;        5.68001;       32.99222
2020/01/01 09:55:00.000;     7000.80958;     0.00051396;       98.00004;       90.40859;      352.85949;       49.52081
2020/01/01 09:56:00.000;     6999.61946;     0.00046470;       98.00073;       90.40927;      333.18845;       72.89944
2020/01/01 09:57:00.000;     6998.43674;     0.00050474;       98.00141;       90.41003;      312.63220;       97.16277
2020/01/01 09:58:00.000;     6997.27992;     0.00061914;       98.00207;       90.41088;      298.39899;      115.10251
2020/01/01 09:59:00.000;     6996.16798;     0.00077473;       98.00271;       90.41181;      290.78162;      126.42585
2020/01/01 10:00:00.000;     6995.11903;     0.00094862;       98.00331;       90.41282;      287.44589;      133.46698
2020/01/01 10:01:00.000;     6994.15140;     0.00112814;       98.00387;       90.41391;      286.65582;      137.96187
2020/01/01 10:02:00.000;     6993.28185;     0.00130591;       98.00437;       90.41508;      287.41458;      140.90733
2020/01/01 10:03:00.000;     6992.52438;     0.00147724;       98.00481;       90.41632;      289.16138;      142.86413
2020/01/01 10:04:00.000;     6991.89207;     0.00163871;       98.00518;       90.41760;      291.57510;      144.15342
2020/01/01 10:05:00.000;     6991.39584;     0.00178766;       98.00547;       90.41892;      294.45871;      144.97221
2020/01/01 10:06:00.000;     6991.04367;     0.00192208;       98.00567;       90.42026;      297.68530;      145.44744
2020/01/01 10:07:00.000;     6990.84145;     0.00204036;       98.00579;       90.42162;      301.17136;      145.66258
2020/01/01 10:08:00.000;     6990.79194;     0.00214132;       98.00582;       90.42297;      304.85763;      145.67693
2020/01/01 10:09:00.000;     6990.89535;     0.00222418;       98.00576;       90.42430;      308.70253;      145.53208
2020/01/01 10:10:00.000;     6991.15006;     0.00228836;       98.00563;       90.42562;      312.67613;      145.25796
2020/01/01 10:11:00.000;     6991.55209;     0.00233355;       98.00541;       90.42691;      316.75488;      144.87817
2020/01/01 10:12:00.000;     6992.09507;     0.00235972;       98.00511;       90.42816;      320.91919;      144.41228
2020/01/01 10:13:00.000;     6992.76982;     0.00236711;       98.00474;       90.42936;      325.15017;      143.87923
2020/01/01 10:14:00.000;     6993.56404;     0.00235635;       98.00430;       90.43052;      329.42945;      143.29739
2020/01/01 10:15:00.000;     6994.46438;     0.00232825;       98.00380;       90.43162;      333.74233;      142.68151
2020/01/01 10:16:00.000;     6995.45735;     0.00228361;       98.00325;       90.43265;      338.07599;      142.04440
2020/01/01 10:17:00.000;     6996.52816;     0.00222331;       98.00266;       90.43361;      342.41377;      141.40277
2020/01/01 10:18:00.000;     6997.65903;     0.00214854;       98.00204;       90.43449;      346.73085;      140.78146
2020/01/01 10:19:00.000;     6998.82955;     0.00206084;       98.00139;       90.43529;      350.99484;      140.21288
2020/01/01 10:20:00.000;     7000.01810;     0.00196195;       98.00074;       90.43600;      355.16592;      139.73688
2020/01/01 10:21:00.000;     7001.20248;     0.00185385;       98.00008;       90.43662;      359.19551;      139.40207
2020/01/01 10:22:00.000;     7002.36364;     0.00173839;       97.99943;       90.43716;        3.03326;      139.25883
2020/01/01 10:23:00.000;     7003.48691;     0.00161693;       97.99881;       90.43762;        6.61918;      139.36716
2020/01/01 10:24:00.000;     7004.55546;     0.00149108;       97.99822;       90.43799;        9.85452;      139.82585
2020/01/01 10:25:00.000;     7005.54930;     0.00136320;       97.99767;       90.43829;       12.59612;      140.77809
2020/01/01 10:26:00.000;     7006.45068;     0.00123601;       97.99717;       90.43853;       14.66278;      142.40510
2020/01/01 10:27:00.000;     7007.24465;     0.00111266;       97.99674;       90.43869;       15.81928;      144.94213
2020/01/01 10:28:00.000;     7007.91870;     0.00099701;       97.99638;       90.43881;       15.76975;      148.68506
2020/01/01 10:29:00.000;     7008.46281;     0.00089404;       97.99610;       90.43888;       14.17580;      153.97232
2020/01/01 10:30:00.000;     7008.86729;     0.00081039;       97.99590;       90.43892;       10.74345;      161.09793
2020/01/01 10:31:00.000;     7009.12422;     0.00075394;       97.99579;       90.43893;        5.47053;      170.06405
2020/01/01 10:32:00.000;     7009.23008;     0.00073160;       97.99577;       90.43893;      358.94143;      180.28634
2020/01/01 10:33:00.000;     7009.18461;     0.00074630;       97.99582;       90.43893;      352.30857;      190.61241
2020/01/01 10:34:00.000;     7008.98936;     0.00079556;       97.99596;       90.43894;      346.76870;      199.84551
2020/01/01 10:35:00.000;     7008.64670;     0.00087293;       97.99617;       90.43897;      343.00290;      207.30461
2020/01/01 10:36:00.000;     7008.16068;     0.00097088;       97.99645;       90.43904;      341.10596;      212.89493
2020/01/01 10:37:00.000;     7007.53907;     0.00108253;       97.99680;       90.43914;      340.83251;      216.86187
2020/01/01 10:38:00.000;     7006.79239;     0.00120248;       97.99722;       90.43929;      341.83877;      219.54924
2020/01/01 10:39:00.000;     7005.93230;     0.00132675;       97.99771;       90.43950;      343.81442;      221.26738
2020/01/01 10:40:00.000;     7004.97254;     0.00145218;       97.99825;       90.43978;      346.51261;      222.26316
2020/01/01 10:41:00.000;     7003.92947;     0.00157614;       97.99884;       90.44013;      349.74289;      222.72707
2020/01/01 10:42:00.000;     7002.82161;     0.00169630;       97.99947;       90.44057;      353.35924;      222.80514
2020/01/01 10:43:00.000;     7001.66860;     0.00181064;       98.00012;       90.44108;      357.25077;      222.60829
2020/01/01 10:44:00.000;     7000.48960;     0.00191746;       98.00079;       90.44169;        1.33685;      222.21719
2020/01/01 10:45:00.000;     6999.30347;     0.00201520;       98.00147;       90.44238;        5.55844;      221.69088
2020/01/01 10:46:00.000;     6998.12892;     0.00210240;       98.00215;       90.44317;        9.87121;      221.07373
2020/01/01 10:47:00.000;     6996.98385;     0.00217774;       98.00280;       90.44404;       14.24338;      220.39755
2020/01/01 10:48:00.000;     6995.88666;     0.00223978;       98.00343;       90.44500;       18.64992;      219.68738
2020/01/01 10:49:00.000;     6994.85676;     0.00228706;       98.00402;       90.44604;       23.06597;      218.96812
2020/01/01 10:50:00.000;     6993.91236;     0.00231835;       98.00456;       90.44715;       27.46879;      218.26252
2020/01/01 10:51:00.000;     6993.06905;     0.00233272;       98.00504;       90.44833;       31.84005;      217.58894
2020/01/01 10:52:00.000;     6992.33973;     0.00232954;       98.00545;       90.44956;       36.16523;      216.96193
2020/01/01 10:53:00.000;     6991.73513;     0.00230836;       98.00579;       90.45084;       40.43214;      216.39367
2020/01/01 10:54:00.000;     6991.26501;     0.00226879;       98.00606;       90.45217;       44.62754;      215.89746
2020/01/01 10:55:00.000;     6990.93848;     0.00221056;       98.00624;       90.45354;       48.73220;      215.49251
2020/01/01 10:56:00.000;     6990.76201;     0.00213373;       98.00633;       90.45492;       52.72148;      215.20350
2020/01/01 10:57:00.000;     6990.73811;     0.00203883;       98.00634;       90.45632;       56.56830;      215.05752
2020/01/01 10:58:00.000;     6990.86673;     0.00192662;       98.00625;       90.45771;       60.23976;      215.08746
2020/01/01 10:59:00.000;     6991.14654;     0.00179800;       98.00608;       90.45910;       63.68823;      215.34098
2020/01/01 11:00:00.000;     6991.57451;     0.00165414;       98.00582;       90.46046;       66.84214;      215.88965
2020/01/01 11:01:00.000;     6992.14587;     0.00149658;       98.00548;       90.46178;       69.58988;      216.84508
2020/01/01 11:02:00.000;     6992.85310;     0.00132744;       98.00506;       90.46306;       71.75199;      218.38675
2020/01/01 11:03:00.000;     6993.68353;     0.00114994;       98.00458;       90.46428;       73.04231;      220.80078
2020/01/01 11:04:00.000;     6994.62079;     0.00096846;       98.00403;       90.46543;       72.98027;      224.56776
2020/01/01 11:05:00.000;     6995.64857;     0.00078910;       98.00343;       90.46650;       70.67709;      230.57646
2020/01/01 11:06:00.000;     6996.75050;     0.00062242;       98.00279;       90.46749;       64.43041;      240.52923
2020/01/01 11:07:00.000;     6997.90858;     0.00048918;       98.00212;       90.46839;       51.37968;      257.28660
2020/01/01 11:08:00.000;     6999.10361;     0.00042603;       98.00144;       90.46920;       29.89817;      282.47527
2020/01/01 11:09:00.000;     7000.31527;     0.00046135;       98.00076;       90.46991;        7.10698;      308.97413
2020/01/01 11:10:00.000;     7001.52205;     0.00057237;       98.00008;       90.47052;      352.05749;      327.73176
2020/01/01 11:11:00.000;     7002.70289;     0.00071819;       97.99943;       90.47105;      344.45031;      339.04754
2020/01/01 11:12:00.000;     7003.83815;     0.00087403;       97.99881;       90.47148;      341.26969;      345.93717
2020/01/01 11:13:00.000;     7004.90900;     0.00102753;       97.99824;       90.47183;      340.56370;      350.35256
2020/01/01 11:14:00.000;     7005.89714;     0.00117178;       97.99772;       90.47210;      341.29804;      353.32796
2020/01/01 11:15:00.000;     7006.78518;     0.00130234;       97.99726;       90.47230;      342.91539;      355.42066
2020/01/01 11:16:00.000;     7007.55659;     0.00141590;       97.99687;       90.47244;      345.09498;      356.95137
2020/01/01 11:17:00.000;     7008.19692;     0.00150997;       97.99655;       90.47254;      347.63638;      358.12050
2020/01/01 11:18:00.000;     7008.69622;     0.00158293;       97.99630;       90.47259;      350.40626;      359.06131
2020/01/01 11:19:00.000;     7009.04898;     0.00163393;       97.99614;       90.47262;      353.31592;      359.86246
2020/01/01 11:20:00.000;     7009.25119;     0.00166239;       97.99605;       90.47262;      356.30460;        0.58466
2020/01/01 11:21:00.000;     7009.29908;     0.00166779;       97.99606;       90.47262;      359.32167;        1.27850
2020/01/01 11:22:00.000;     7009.19086;     0.00164990;       97.99614;       90.47263;        2.31624;        1.99481
2020/01/01 11:23:00.000;     7008.92799;     0.00160898;       97.99632;       90.47265;        5.23401;        2.78785
2020/01/01 11:24:00.000;     7008.51451;     0.00154568;       97.99658;       90.47269;        8.01194;        3.72061
2020/01/01 11:25:00.000;     7007.95705;     0.00146104;       97.99692;       90.47278;       10.56763;        4.87543
2020/01/01 11:26:00.000;     7007.26505;     0.00135665;       97.99733;       90.47291;       12.78610;        6.36726
2020/01/01 11:27:00.000;     7006.45058;     0.00123468;       97.99781;       90.47310;       14.49624;        8.36715
2020/01/01 11:28:00.000;     7005.52840;     0.00109812;       97.99835;       90.47335;       15.42853;       11.14459
2020/01/01 11:29:00.000;     7004.51534;     0.00095109;       97.99894;       90.47367;       15.13655;       15.14594
2020/01/01 11:30:00.000;     7003.42897;     0.00079962;       97.99958;       90.47407;       12.83539;       21.15610
2020/01/01 11:31:00.000;     7002.28782;     0.00065374;       98.00025;       90.47456;        7.11469;       30.58536
2020/01/01 11:32:00.000;     7001.11189;     0.00053213;       98.00093;       90.47514;      355.73828;       45.66989
2020/01/01 11:33:00.000;     6999.92101;     0.00046665;       98.00163;       90.47580;      337.20252;       67.91329
2020/01/01 11:34:00.000;     6998.73372;     0.00048824;       98.00233;       90.47656;      316.01209;       92.81084
2020/01/01 11:35:00.000;     6997.56839;     0.00059022;       98.00302;       90.47741;      300.22854;      112.30098
2020/01/01 11:36:00.000;     6996.44338;     0.00073961;       98.00369;       90.47834;      291.42779;      124.80776
2020/01/01 11:37:00.000;     6995.37627;     0.00091089;       98.00431;       90.47936;      287.36827;      132.57274
2020/01/01 11:38:00.000;     6994.38409;     0.00109000;       98.00489;       90.48045;      286.13097;      137.51492
2020/01/01 11:39:00.000;     6993.48394;     0.00126889;       98.00541;       90.48161;      286.60334;      140.74683
2020/01/01 11:40:00.000;     6992.69234;     0.00144231;       98.00587;       90.48282;      288.16474;      142.88911
2020/01/01 11:41:00.000;     6992.02391;     0.00160642;       98.00625;       90.48407;      290.45477;      144.30216
2020/01/01 11:42:00.000;     6991.49045;     0.00175838;       98.00656;       90.48537;      293.25322;      145.20617
2020/01/01 11:43:00.000;     6991.10084;     0.00189600;       98.00678;       90.48669;      296.41985;      145.74142
2020/01/01 11:44:00.000;     6990.86122;     0.00201759;       98.00692;       90.48803;      299.86175;      146.00080
2020/01/01 11:45:00.000;     6990.77514;     0.00212191;       98.00697;       90.48938;      303.51563;      146.04761
2020/01/01 11:46:00.000;     6990.84377;     0.00220800;       98.00694;       90.49072;      307.33679;      145.92658
2020/01/01 11:47:00.000;     6991.06553;     0.00227528;       98.00682;       90.49205;      311.29159;      145.67135
2020/01/01 11:48:00.000;     6991.43628;     0.00232346;       98.00662;       90.49335;      315.35419;      145.30778
2020/01/01 11:49:00.000;     6991.94938;     0.00235252;       98.00634;       90.49462;      319.50281;      144.85767
2020/01/01 11:50:00.000;     6992.59485;     0.00236286;       98.00599;       90.49585;      323.71753;      144.34095
2020/01/01 11:51:00.000;     6993.36153;     0.00235505;       98.00557;       90.49702;      327.98365;      143.77236
2020/01/01 11:52:00.000;     6994.23794;     0.00232968;       98.00509;       90.49813;      332.28855;      143.16453
2020/01/01 11:53:00.000;     6995.20984;     0.00228759;       98.00455;       90.49918;      336.61576;      142.53397
2020/01/01 11:54:00.000;     6996.26122;     0.00222988;       98.00397;       90.50017;      340.94758;      141.89839
2020/01/01 11:55:00.000;     6997.37510;     0.00215774;       98.00334;       90.50108;      345.26327;      141.27855
2020/01/01 11:56:00.000;     6998.53254;     0.00207257;       98.00269;       90.50191;      349.53483;      140.70249
2020/01/01 11:57:00.000;     6999.71430;     0.00197587;       98.00202;       90.50266;      353.72975;      140.20275
2020/01/01 11:58:00.000;     7000.90094;     0.00186920;       98.00135;       90.50332;      357.80609;      139.82129
2020/01/01 11:59:00.000;     7002.07205;     0.00175432;       98.00068;       90.50390;        1.70769;      139.61429
2020/01/01 12:00:00.000;     7003.20812;     0.00163310;       98.00003;       90.50439;        5.36491;      139.65141
