LEO ephemeris
Frame : TOD/1996 without EOP
Period : 2020-01-01T00:00:00.000 - 2020-01-01T12:00:00.000
                   date;Semi-Major Axis (km);Eccentricity (-);Inclination (Degrees);RA of Asc· Node (Degrees);Argument of Perigee (Degrees);True Anomaly (Degrees)
2020/01/01 04:11:00.000;     7004.85797;     0.00143685;       97.99594;       90.16882;      347.35277;      221.62047
2020/01/01 04:12:00.000;     7003.81527;     0.00155998;       97.99654;       90.16918;      350.63579;      222.03172
2020/01/01 04:13:00.000;     7002.71298;     0.00167920;       97.99719;       90.16963;      354.28116;      222.08085
2020/01/01 04:14:00.000;     7001.56871;     0.00179275;       97.99787;       90.17018;      358.18652;      221.87024
2020/01/01 04:15:00.000;     7000.39966;     0.00189908;       97.99858;       90.17082;        2.27958;      221.47222
2020/01/01 04:16:00.000;     6999.22333;     0.00199671;       97.99929;       90.17155;        6.50761;      220.93952
2020/01/01 04:17:00.000;     6998.05806;     0.00208412;       98.00000;       90.17238;       10.82949;      220.31330
2020/01/01 04:18:00.000;     6996.92275;     0.00215980;       98.00068;       90.17330;       15.21180;      219.62700
2020/01/01 04:19:00.000;     6995.83661;     0.00222227;       98.00134;       90.17431;       19.62627;      218.90892
2020/01/01 04:20:00.000;     6994.81882;     0.00227009;       98.00196;       90.17541;       24.04742;      218.18456
2020/01/01 04:21:00.000;     6993.88719;     0.00230207;       98.00252;       90.17658;       28.45278;      217.47641
2020/01/01 04:22:00.000;     6993.05680;     0.00231729;       98.00302;       90.17782;       32.82498;      216.80186
2020/01/01 04:23:00.000;     6992.34033;     0.00231506;       98.00345;       90.17912;       37.15162;      216.17334
2020/01/01 04:24:00.000;     6991.74954;     0.00229476;       98.00381;       90.18047;       41.41974;      215.60383
2020/01/01 04:25:00.000;     6991.29494;     0.00225593;       98.00408;       90.18186;       45.61262;      215.11006
2020/01/01 04:26:00.000;     6990.98362;     0.00219852;       98.00426;       90.18328;       49.71390;      214.70842
2020/01/01 04:27:00.000;     6990.82082;     0.00212261;       98.00435;       90.18472;       53.70562;      214.41688
2020/01/01 04:28:00.000;     6990.81140;     0.00202837;       98.00436;       90.18616;       57.55931;      214.26392
2020/01/01 04:29:00.000;     6990.95734;     0.00191635;       98.00426;       90.18759;       61.23495;      214.28957
2020/01/01 04:30:00.000;     6991.25706;     0.00178759;       98.00408;       90.18901;       64.67939;      214.54700
2020/01/01 04:31:00.000;     6991.70611;     0.00164352;       98.00382;       90.19039;       67.81613;      215.11271
2020/01/01 04:32:00.000;     6992.29632;     0.00148610;       98.00347;       90.19172;       70.53446;      216.09741
2020/01/01 04:33:00.000;     6993.01614;     0.00131787;       98.00305;       90.19300;       72.66699;      217.66851
2020/01/01 04:34:00.000;     6993.85172;     0.00114199;       98.00255;       90.19422;       73.94273;      220.09697
2020/01/01 04:35:00.000;     6994.78791;     0.00096251;       98.00200;       90.19537;       73.89460;      223.84989
2020/01/01 04:36:00.000;     6995.81019;     0.00078516;       98.00139;       90.19645;       71.65321;      229.79663
2020/01/01 04:37:00.000;     6996.90385;     0.00061996;       98.00075;       90.19744;       65.54957;      239.60619
2020/01/01 04:38:00.000;     6998.05214;     0.00048694;       98.00008;       90.19833;       52.75080;      256.11141
2020/01/01 04:39:00.000;     6999.23592;     0.00042192;       97.99939;       90.19914;       31.50303;      281.06615
2020/01/01 04:40:00.000;     7000.43430;     0.00045375;       97.99869;       90.19987;        8.62360;      307.65306
2020/01/01 04:41:00.000;     7001.62648;     0.00056133;       97.99799;       90.20050;      353.31330;      326.67132
2020/01/01 04:42:00.000;     7002.79269;     0.00070431;       97.99730;       90.20105;      345.50274;      338.19029
2020/01/01 04:43:00.000;     7003.91363;     0.00085780;       97.99663;       90.20151;      342.19574;      345.20610
2020/01/01 04:44:00.000;     7004.97022;     0.00100925;       97.99599;       90.20190;      341.41196;      349.69909
2020/01/01 04:45:00.000;     7005.94415;     0.00115165;       97.99540;       90.20220;      342.09494;      352.72566
2020/01/01 04:46:00.000;     7006.81886;     0.00128064;       97.99487;       90.20243;      343.67395;      354.85650
2020/01/01 04:47:00.000;     7007.57972;     0.00139316;       97.99440;       90.20260;      345.82472;      356.41585
2020/01/01 04:48:00.000;     7008.21333;     0.00148683;       97.99399;       90.20272;      348.35094;      357.59996
2020/01/01 04:49:00.000;     7008.70885;     0.00155992;       97.99366;       90.20279;      351.12284;      358.53858
2020/01/01 04:50:00.000;     7009.05903;     0.00161130;       97.99342;       90.20283;      354.05147;      359.32057
2020/01/01 04:51:00.000;     7009.25814;     0.00164015;       97.99327;       90.20284;      357.07285;        0.00990
2020/01/01 04:52:00.000;     7009.30176;     0.00164585;       97.99321;       90.20284;        0.13299;        0.66051
2020/01/01 04:53:00.000;     7009.18824;     0.00162818;       97.99324;       90.20285;        3.18032;        1.32390
2020/01/01 04:54:00.000;     7008.91861;     0.00158731;       97.99338;       90.20286;        6.16209;        2.05279
2020/01/01 04:55:00.000;     7008.49655;     0.00152380;       97.99361;       90.20291;        9.01439;        2.91104
2020/01/01 04:56:00.000;     7007.92917;     0.00143876;       97.99393;       90.20299;       11.65254;        3.98326
2020/01/01 04:57:00.000;     7007.22711;     0.00133386;       97.99434;       90.20312;       13.95987;        5.38611
2020/01/01 04:58:00.000;     7006.40413;     0.00121146;       97.99481;       90.20330;       15.76576;        7.29013
2020/01/01 04:59:00.000;     7005.47652;     0.00107465;       97.99535;       90.20355;       16.80568;        9.95984
2020/01/01 05:00:00.000;     7004.46074;     0.00092734;       97.99593;       90.20388;       16.63731;       13.83748
2020/01/01 05:01:00.000;     7003.37246;     0.00077505;       97.99656;       90.20428;       14.45545;       19.72825
2020/01/01 05:02:00.000;     7002.22912;     0.00062748;       97.99723;       90.20477;        8.75102;       29.14118
2020/01/01 05:03:00.000;     7001.05054;     0.00050355;       97.99791;       90.20534;      356.99049;       44.60978
2020/01/01 05:04:00.000;     6999.85609;     0.00043732;       97.99861;       90.20601;      337.23811;       68.06974
2020/01/01 05:05:00.000;     6998.66407;     0.00046283;       97.99931;       90.20678;      314.67255;       94.34240
2020/01/01 05:06:00.000;     6997.49389;     0.00057112;       98.00000;       90.20763;      298.52248;      114.19903
2020/01/01 05:07:00.000;     6996.36637;     0.00072563;       98.00067;       90.20858;      289.97843;      126.44910
2020/01/01 05:08:00.000;     6995.30257;     0.00089999;       98.00130;       90.20960;      286.30626;      133.82674
2020/01/01 05:09:00.000;     6994.32193;     0.00108014;       98.00188;       90.21070;      285.42881;      138.40909
2020/01/01 05:10:00.000;     6993.44040;     0.00125840;       98.00240;       90.21187;      286.19329;      141.34892
2020/01/01 05:11:00.000;     6992.67076;     0.00143015;       98.00285;       90.21309;      287.97577;      143.27015
2020/01/01 05:12:00.000;     6992.02360;     0.00159225;       98.00323;       90.21436;      290.42604;      144.52301
2020/01/01 05:13:00.000;     6991.50799;     0.00174235;       98.00354;       90.21567;      293.33831;      145.31328
2020/01/01 05:14:00.000;     6991.13196;     0.00187852;       98.00376;       90.21700;      296.58692;      145.76662
2020/01/01 05:15:00.000;     6990.90161;     0.00199917;       98.00389;       90.21834;      300.08866;      145.96624
2020/01/01 05:16:00.000;     6990.81985;     0.00210316;       98.00394;       90.21970;      303.78512;      145.97057
2020/01/01 05:17:00.000;     6990.88803;     0.00218960;       98.00390;       90.22107;      307.63700;      145.81890
2020/01/01 05:18:00.000;     6991.10551;     0.00225782;       98.00378;       90.22243;      311.61542;      145.54015
2020/01/01 05:19:00.000;     6991.46851;     0.00230752;       98.00357;       90.22377;      315.69644;      145.15827
2020/01/01 05:20:00.000;     6991.97162;     0.00233859;       98.00327;       90.22509;      319.86261;      144.69070
2020/01/01 05:21:00.000;     6992.60715;     0.00235116;       98.00290;       90.22636;      324.09758;      144.15384
2020/01/01 05:22:00.000;     6993.36413;     0.00234574;       98.00246;       90.22759;      328.38496;      143.56409
2020/01/01 05:23:00.000;     6994.23038;     0.00232299;       98.00195;       90.22876;      332.71116;      142.93507
2020/01/01 05:24:00.000;     6995.19265;     0.00228366;       98.00138;       90.22986;      337.06203;      142.28093
2020/01/01 05:25:00.000;     6996.23555;     0.00222873;       98.00077;       90.23089;      341.41959;      141.61970
2020/01/01 05:26:00.000;     6997.34149;     0.00215939;       98.00011;       90.23183;      345.76052;      140.97470
2020/01/01 05:27:00.000;     6998.49084;     0.00207714;       97.99943;       90.23269;      350.05656;      140.37423
2020/01/01 05:28:00.000;     6999.66491;     0.00198351;       97.99874;       90.23346;      354.28012;      139.84591
2020/01/01 05:29:00.000;     7000.84762;     0.00187973;       97.99804;       90.23415;      358.40109;      139.41986
2020/01/01 05:30:00.000;     7002.02170;     0.00176702;       97.99735;       90.23474;        2.37030;      139.14530
2020/01/01 05:31:00.000;     7003.16483;     0.00164724;       97.99668;       90.23524;        6.10475;      139.10524
2020/01/01 05:32:00.000;     7004.25088;     0.00152302;       97.99604;       90.23566;        9.48864;      139.41550
2020/01/01 05:33:00.000;     7005.25837;     0.00139712;       97.99545;       90.23600;       12.39535;      140.20274
2020/01/01 05:34:00.000;     7006.17458;     0.00127175;       97.99489;       90.23626;       14.68367;      141.60819
2020/01/01 05:35:00.000;     7006.98764;     0.00114936;       97.99439;       90.23647;       16.15080;      143.83467
2020/01/01 05:36:00.000;     7007.68384;     0.00103356;       97.99394;       90.23662;       16.52340;      147.15555
2020/01/01 05:37:00.000;     7008.25264;     0.00092888;       97.99355;       90.23672;       15.49133;      151.88100
2020/01/01 05:38:00.000;     7008.68518;     0.00084116;       97.99323;       90.23678;       12.76080;      158.30483
2020/01/01 05:39:00.000;     7008.97328;     0.00077768;       97.99298;       90.23682;        8.23467;      166.52419
2020/01/01 05:40:00.000;     7009.11272;     0.00074547;       97.99282;       90.23683;        2.29009;      176.16198
2020/01/01 05:41:00.000;     7009.10257;     0.00074871;       97.99276;       90.23683;      355.86957;      186.27570
2020/01/01 05:42:00.000;     7008.94373;     0.00078676;       97.99280;       90.23683;      350.14106;      195.69742
2020/01/01 05:43:00.000;     7008.63886;     0.00085453;       97.99294;       90.23685;      345.93770;      203.59403
2020/01/01 05:44:00.000;     7008.19255;     0.00094490;       97.99318;       90.23690;      343.52294;      209.70211
2020/01/01 05:45:00.000;     7007.61174;     0.00105101;       97.99352;       90.23699;      342.75417;      214.16430
2020/01/01 05:46:00.000;     7006.90526;     0.00116726;       97.99395;       90.23714;      343.33266;      217.27934
2020/01/01 05:47:00.000;     7006.08399;     0.00128934;       97.99445;       90.23735;      344.95427;      219.35141
2020/01/01 05:48:00.000;     7005.16099;     0.00141385;       97.99502;       90.23763;      347.36159;      220.63794
2020/01/01 05:49:00.000;     7004.15115;     0.00153805;       97.99564;       90.23799;      350.35378;      221.33979
2020/01/01 05:50:00.000;     7003.07117;     0.00165959;       97.99629;       90.23843;      353.77810;      221.60973
2020/01/01 05:51:00.000;     7001.93931;     0.00177637;       97.99698;       90.23895;      357.51808;      221.56424
2020/01/01 05:52:00.000;     7000.77472;     0.00188648;       97.99768;       90.23957;        1.48543;      221.29167
2020/01/01 05:53:00.000;     6999.59689;     0.00198818;       97.99838;       90.24027;        5.61242;      220.85975
2020/01/01 05:54:00.000;     6998.42427;     0.00207998;       97.99908;       90.24106;        9.85085;      220.31671
2020/01/01 05:55:00.000;     6997.27533;     0.00216037;       97.99976;       90.24194;       14.16564;      219.69766
2020/01/01 05:56:00.000;     6996.17003;     0.00222773;       98.00041;       90.24291;       18.52464;      219.03477
2020/01/01 05:57:00.000;     6995.12782;     0.00228065;       98.00103;       90.24396;       22.89993;      218.35598
2020/01/01 05:58:00.000;     6994.16700;     0.00231781;       98.00160;       90.24509;       27.26779;      217.68506
2020/01/01 05:59:00.000;     6993.30365;     0.00233825;       98.00210;       90.24629;       31.60813;      217.04208
2020/01/01 06:00:00.000;     6992.55044;     0.00234130;       98.00255;       90.24755;       35.90772;      216.44033
2020/01/01 06:01:00.000;     6991.91956;     0.00232628;       98.00291;       90.24886;       40.15397;      215.89241
2020/01/01 06:02:00.000;     6991.42225;     0.00229266;       98.00320;       90.25022;       44.33015;      215.41508
2020/01/01 06:03:00.000;     6991.06640;     0.00224029;       98.00341;       90.25161;       48.42043;      215.02415
2020/01/01 06:04:00.000;     6990.85878;     0.00216911;       98.00352;       90.25303;       52.40527;      214.73923
2020/01/01 06:05:00.000;     6990.80512;     0.00207923;       98.00355;       90.25446;       56.25508;      214.58989
2020/01/01 06:06:00.000;     6990.90780;     0.00197120;       98.00348;       90.25589;       59.93149;      214.61452
2020/01/01 06:07:00.000;     6991.16610;     0.00184600;       98.00332;       90.25730;       63.38289;      214.86474
2020/01/01 06:08:00.000;     6991.57511;     0.00170513;       98.00308;       90.25870;       66.53883;      215.41102
2020/01/01 06:09:00.000;     6992.12513;     0.00155071;       98.00275;       90.26006;       69.30634;      216.34632
2020/01/01 06:10:00.000;     6992.80516;     0.00138504;       98.00234;       90.26137;       71.54603;      217.81004
2020/01/01 06:11:00.000;     6993.60510;     0.00121070;       98.00185;       90.26263;       73.01991;      220.04017
2020/01/01 06:12:00.000;     6994.51345;     0.00103125;       98.00131;       90.26381;       73.31291;      223.45177
2020/01/01 06:13:00.000;     6995.51547;     0.00085215;       98.00071;       90.26491;       71.68746;      228.78240
2020/01/01 06:14:00.000;     6996.59411;     0.00068248;       98.00007;       90.26593;       66.78822;      237.38739
2020/01/01 06:15:00.000;     6997.73103;     0.00053901;       97.99940;       90.26687;       56.27700;      251.60492
2020/01/01 06:16:00.000;     6998.90693;     0.00045219;       97.99871;       90.26771;       37.89533;      273.69344
2020/01/01 06:17:00.000;     7000.10205;     0.00045537;       97.99801;       90.26846;       15.36098;      299.93516
2020/01/01 06:18:00.000;     7001.29653;     0.00054279;       97.99731;       90.26911;      358.03564;      320.96836
2020/01/01 06:19:00.000;     7002.47073;     0.00067653;       97.99662;       90.26968;      348.37917;      334.33316
2020/01/01 06:20:00.000;     7003.60537;     0.00082734;       97.99596;       90.27016;      343.88888;      342.53221
2020/01/01 06:21:00.000;     7004.68130;     0.00097968;       97.99533;       90.27055;      342.37331;      347.75694
2020/01/01 06:22:00.000;     7005.67972;     0.00112510;       97.99475;       90.27086;      342.58987;      351.24990
2020/01/01 06:23:00.000;     7006.58281;     0.00125837;       97.99422;       90.27110;      343.86004;      353.68959
2020/01/01 06:24:00.000;     7007.37487;     0.00137592;       97.99376;       90.27128;      345.79694;      355.46282
2020/01/01 06:25:00.000;     7008.04244;     0.00147519;       97.99338;       90.27139;      348.16853;      356.80159
2020/01/01 06:26:00.000;     7008.57405;     0.00155425;       97.99308;       90.27147;      350.82647;      357.85421
2020/01/01 06:27:00.000;     7008.96090;     0.00161170;       97.99285;       90.27150;      353.66890;      358.72248
2020/01/01 06:28:00.000;     7009.19671;     0.00164660;       97.99271;       90.27152;      356.62151;      359.48067
2020/01/01 06:29:00.000;     7009.27743;     0.00165834;       97.99265;       90.27152;      359.62466;        0.18837
2020/01/01 06:30:00.000;     7009.20179;     0.00164675;       97.99268;       90.27152;        2.62476;        0.89911
2020/01/01 06:31:00.000;     7008.97108;     0.00161202;       97.99278;       90.27153;        5.56851;        1.66616
2020/01/01 06:32:00.000;     7008.58922;     0.00155474;       97.99297;       90.27156;        8.39538;        2.54999
2020/01/01 06:33:00.000;     7008.06296;     0.00147594;       97.99324;       90.27163;       11.02973;        3.62617
2020/01/01 06:34:00.000;     7007.40172;     0.00137712;       97.99358;       90.27173;       13.36923;        4.99703
2020/01/01 06:35:00.000;     7006.61752;     0.00126032;       97.99400;       90.27189;       15.26562;        6.81074
2020/01/01 06:36:00.000;     7005.72423;     0.00112819;       97.99448;       90.27210;       16.49041;        9.29577
2020/01/01 06:37:00.000;     7004.73718;     0.00098425;       97.99502;       90.27239;       16.66500;       12.83068
2020/01/01 06:38:00.000;     7003.67327;     0.00083364;       97.99561;       90.27275;       15.12826;       18.07654
2020/01/01 06:39:00.000;     7002.55016;     0.00068459;       97.99624;       90.27320;       10.68175;       26.23178
2020/01/01 06:40:00.000;     7001.38545;     0.00055213;       97.99690;       90.27373;        1.23302;       39.38880
2020/01/01 06:41:00.000;     7000.19749;     0.00046452;       97.99757;       90.27435;      344.39697;       59.93267
2020/01/01 06:42:00.000;     6999.00636;     0.00045881;       97.99825;       90.27506;      322.38187;       85.65510
2020/01/01 06:43:00.000;     6997.83344;     0.00054209;       97.99892;       90.27588;      304.08976;      107.65402
2020/01/01 06:44:00.000;     6996.69896;     0.00068270;       97.99959;       90.27679;      293.42092;      122.02913
2020/01/01 06:45:00.000;     6995.62163;     0.00085038;       98.00023;       90.27780;      288.34635;      130.80940
2020/01/01 06:46:00.000;     6994.61901;     0.00102815;       98.00083;       90.27889;      286.57787;      136.28302
2020/01/01 06:47:00.000;     6993.70637;     0.00120696;       98.00138;       90.28007;      286.75367;      139.81177
2020/01/01 06:48:00.000;     6992.89793;     0.00138140;       98.00186;       90.28131;      288.13534;      142.13406
2020/01/01 06:49:00.000;     6992.20830;     0.00154757;       98.00227;       90.28259;      290.31346;      143.65930
2020/01/01 06:50:00.000;     6991.65048;     0.00170239;       98.00260;       90.28390;      293.04258;      144.63295
2020/01/01 06:51:00.000;     6991.23370;     0.00184355;       98.00285;       90.28524;      296.16369;      145.21399
2020/01/01 06:52:00.000;     6990.96284;     0.00196945;       98.00301;       90.28660;      299.56988;      145.50937
2020/01/01 06:53:00.000;     6990.84051;     0.00207898;       98.00308;       90.28796;      303.19199;      145.58823
2020/01/01 06:54:00.000;     6990.86850;     0.00217116;       98.00306;       90.28933;      306.98450;      145.49613
2020/01/01 06:55:00.000;     6991.04586;     0.00224533;       98.00296;       90.29068;      310.91245;      145.26803
2020/01/01 06:56:00.000;     6991.36956;     0.00230112;       98.00278;       90.29201;      314.95090;      144.92887
2020/01/01 06:57:00.000;     6991.83570;     0.00233823;       98.00251;       90.29331;      319.08234;      144.49619
2020/01/01 06:58:00.000;     6992.43732;     0.00235667;       98.00217;       90.29457;      323.28890;      143.98787
2020/01/01 06:59:00.000;     6993.16435;     0.00235680;       98.00175;       90.29578;      327.55336;      143.42117
2020/01/01 07:00:00.000;     6994.00468;     0.00233925;       98.00128;       90.29692;      331.86019;      142.81162
2020/01/01 07:01:00.000;     6994.94465;     0.00230482;       98.00075;       90.29799;      336.19418;      142.17446
2020/01/01 07:02:00.000;     6995.96929;     0.00225444;       98.00017;       90.29899;      340.53865;      141.52639
2020/01/01 07:03:00.000;     6997.06149;     0.00218926;       97.99956;       90.29991;      344.87207;      140.88897
2020/01/01 07:04:00.000;     6998.20280;     0.00211065;       97.99892;       90.30074;      349.16982;      140.28685
2020/01/01 07:05:00.000;     6999.37549;     0.00201994;       97.99827;       90.30149;      353.40583;      139.74612
2020/01/01 07:06:00.000;     7000.56149;     0.00191847;       97.99761;       90.30216;      357.54503;      139.30188
2020/01/01 07:07:00.000;     7001.74051;     0.00180786;       97.99695;       90.30274;        1.53483;      139.00675
2020/01/01 07:08:00.000;     7002.89016;     0.00169008;       97.99631;       90.30324;        5.30149;      138.93448
2020/01/01 07:09:00.000;     7003.98844;     0.00156736;       97.99571;       90.30365;        8.75157;      139.17855
2020/01/01 07:10:00.000;     7005.01616;     0.00144193;       97.99516;       90.30398;       11.77058;      139.85348
2020/01/01 07:11:00.000;     7005.95688;     0.00131617;       97.99466;       90.30423;       14.21245;      141.10535
2020/01/01 07:12:00.000;     7006.79662;     0.00119270;       97.99422;       90.30442;       15.88840;      143.12297
2020/01/01 07:13:00.000;     7007.52353;     0.00107472;       97.99385;       90.30455;       16.55443;      146.15037
2020/01/01 07:14:00.000;     7008.12676;     0.00096639;       97.99356;       90.30463;       15.91094;      150.48717
2020/01/01 07:15:00.000;     7008.59693;     0.00087321;       97.99336;       90.30467;       13.65324;      156.43811
2020/01/01 07:16:00.000;     7008.92640;     0.00080203;       97.99323;       90.30469;        9.61039;      164.17412
2020/01/01 07:17:00.000;     7009.10964;     0.00076019;       97.99319;       90.30469;        3.99469;      173.48294
2020/01/01 07:18:00.000;     7009.14438;     0.00075305;       97.99323;       90.30469;      357.58971;      183.58103
2020/01/01 07:19:00.000;     7009.03041;     0.00078158;       97.99334;       90.30470;      351.54341;      193.32045
2020/01/01 07:20:00.000;     7008.76828;     0.00084196;       97.99354;       90.30472;      346.83225;      201.72478
2020/01/01 07:21:00.000;     7008.36117;     0.00092740;       97.99381;       90.30477;      343.89081;      208.35944
2020/01/01 07:22:00.000;     7007.81528;     0.00103063;       97.99415;       90.30486;      342.67112;      213.27245
2020/01/01 07:23:00.000;     7007.13908;     0.00114553;       97.99456;       90.30499;      342.89868;      216.73831
2020/01/01 07:24:00.000;     7006.34363;     0.00126726;       97.99503;       90.30518;      344.25850;      219.07206
2020/01/01 07:25:00.000;     7005.44298;     0.00139200;       97.99557;       90.30543;      346.47043;      220.55387
2020/01/01 07:26:00.000;     7004.45279;     0.00151681;       97.99615;       90.30576;      349.31076;      221.40746
2020/01/01 07:27:00.000;     7003.38883;     0.00163937;       97.99678;       90.30617;      352.61423;      221.79813
2020/01/01 07:28:00.000;     7002.26748;     0.00175770;       97.99744;       90.30666;      356.26123;      221.84552
2020/01/01 07:29:00.000;     7001.10706;     0.00186987;       97.99812;       90.30723;        0.15982;      221.64158
2020/01/01 07:30:00.000;     6999.92667;     0.00197411;       97.99881;       90.30790;        4.23974;      221.25660
2020/01/01 07:31:00.000;     6998.74595;     0.00206871;       97.99950;       90.30865;        8.44682;      220.74480
2020/01/01 07:32:00.000;     6997.58473;     0.00215206;       98.00017;       90.30950;       12.73806;      220.14917
2020/01/01 07:33:00.000;     6996.46207;     0.00222271;       98.00082;       90.31042;       17.08071;      219.50251
2020/01/01 07:34:00.000;     6995.39723;     0.00227920;       98.00144;       90.31143;       21.44778;      218.83182
2020/01/01 07:35:00.000;     6994.40926;     0.00232013;       98.00200;       90.31251;       25.81436;      218.16205
2020/01/01 07:36:00.000;     6993.51509;     0.00234442;       98.00251;       90.31366;       30.15952;      217.51413
2020/01/01 07:37:00.000;     6992.72945;     0.00235123;       98.00296;       90.31487;       34.46529;      216.90608
2020/01/01 07:38:00.000;     6992.06445;     0.00234001;       98.00334;       90.31614;       38.71627;      216.35331
2020/01/01 07:39:00.000;     6991.52928;     0.00231045;       98.00364;       90.31746;       42.90132;      215.86697
2020/01/01 07:40:00.000;     6991.13275;     0.00226224;       98.00387;       90.31883;       47.00694;      215.46061
2020/01/01 07:41:00.000;     6990.88341;     0.00219514;       98.00400;       90.32022;       51.01122;      215.15612
2020/01/01 07:42:00.000;     6990.78744;     0.00210925;       98.00405;       90.32163;       54.88496;      214.98274
2020/01/01 07:43:00.000;     6990.84760;     0.00200509;       98.00401;       90.32305;       58.59209;      214.97654
2020/01/01 07:44:00.000;     6991.06285;     0.00188366;       98.00388;       90.32447;       62.08614;      215.18401
2020/01/01 07:45:00.000;     6991.42808;     0.00174645;       98.00365;       90.32587;       65.30756;      215.66471
2020/01/01 07:46:00.000;     6991.93586;     0.00159521;       98.00335;       90.32724;       68.17288;      216.50211
2020/01/01 07:47:00.000;     6992.57863;     0.00143185;       98.00296;       90.32856;       70.54883;      217.82947
2020/01/01 07:48:00.000;     6993.34761;     0.00125880;       98.00250;       90.32981;       72.21401;      219.86821
2020/01/01 07:49:00.000;     6994.23065;     0.00107957;       98.00198;       90.33101;       72.79931;      222.98743
2020/01/01 07:50:00.000;     6995.21273;     0.00089930;       98.00140;       90.33212;       71.65951;      227.83234
2020/01/01 07:51:00.000;     6996.27644;     0.00072623;       98.00078;       90.33315;       67.62032;      235.57721
2020/01/01 07:52:00.000;     6997.40229;     0.00057507;       98.00012;       90.33410;       58.62660;      248.27718
2020/01/01 07:53:00.000;     6998.57086;     0.00047266;       97.99944;       90.33495;       42.21372;      268.39686
2020/01/01 07:54:00.000;     6999.76320;     0.00045391;       97.99875;       90.33572;       20.15103;      294.16688
2020/01/01 07:55:00.000;     7000.96010;     0.00052439;       97.99806;       90.33639;        1.30048;      316.72527
2020/01/01 07:56:00.000;     7002.14229;     0.00065015;       97.99737;       90.33697;      350.08401;      331.65004
2020/01/01 07:57:00.000;     7003.29007;     0.00079865;       97.99671;       90.33746;      344.59840;      340.84440
2020/01/01 07:58:00.000;     7004.38366;     0.00095165;       97.99608;       90.33787;      342.48610;      346.66586
2020/01/01 07:59:00.000;     7005.40456;     0.00109949;       97.99549;       90.33820;      342.32913;      350.53237
2020/01/01 08:00:00.000;     7006.33538;     0.00123643;       97.99496;       90.33846;      343.35311;      353.21826
2020/01/01 08:01:00.000;     7007.16000;     0.00135856;       97.99448;       90.33865;      345.12170;      355.15984
2020/01/01 08:02:00.000;     7007.86438;     0.00146313;       97.99408;       90.33878;      347.37481;      356.61714
2020/01/01 08:03:00.000;     7008.43634;     0.00154799;       97.99375;       90.33886;      349.94887;      357.75369
2020/01/01 08:04:00.000;     7008.86583;     0.00161156;       97.99352;       90.33891;      352.73320;      358.68013
2020/01/01 08:05:00.000;     7009.14525;     0.00165268;       97.99338;       90.33892;      355.64771;      359.47650
2020/01/01 08:06:00.000;     7009.26926;     0.00167058;       97.99333;       90.33893;      358.62897;        0.20619
2020/01/01 08:07:00.000;     7009.23532;     0.00166489;       97.99338;       90.33893;        1.62035;        0.92575
2020/01/01 08:08:00.000;     7009.04433;     0.00163576;       97.99352;       90.33894;        4.56615;        1.69086
2020/01/01 08:09:00.000;     7008.70056;     0.00158382;       97.99376;       90.33897;        7.40701;        2.56082
2020/01/01 08:10:00.000;     7008.21075;     0.00151011;       97.99408;       90.33904;       10.07282;        3.60568
2020/01/01 08:11:00.000;     7007.58364;     0.00141600;       97.99448;       90.33915;       12.47019;        4.91880
2020/01/01 08:12:00.000;     7006.83030;     0.00130337;       97.99495;       90.33932;       14.46521;        6.63403
2020/01/01 08:13:00.000;     7005.96342;     0.00117463;       97.99548;       90.33955;       15.85416;        8.95506
2020/01/01 08:14:00.000;     7004.99703;     0.00103294;       97.99607;       90.33985;       16.30250;       12.21638
2020/01/01 08:15:00.000;     7003.94743;     0.00088301;       97.99670;       90.34022;       15.23223;       16.99595
2020/01/01 08:16:00.000;     7002.83352;     0.00073242;       97.99736;       90.34067;       11.61532;       24.32176
2020/01/01 08:17:00.000;     7001.67570;     0.00059451;       97.99805;       90.34121;        3.66974;       35.97579
2020/01/01 08:18:00.000;     7000.49399;     0.00049353;       97.99875;       90.34184;      349.07166;       54.28187
2020/01/01 08:19:00.000;     6999.30774;     0.00046476;       97.99945;       90.34256;      328.34744;       78.71360
2020/01/01 08:20:00.000;     6998.13567;     0.00052533;       98.00015;       90.34336;      308.91238;      101.85564
2020/01/01 08:21:00.000;     6996.99519;     0.00065179;       98.00083;       90.34426;      296.44971;      118.02476
2020/01/01 08:22:00.000;     6995.90341;     0.00081256;       98.00147;       90.34523;      290.04866;      128.13169
2020/01/01 08:23:00.000;     6994.87767;     0.00098793;       98.00207;       90.34629;      287.41876;      134.46690
2020/01/01 08:24:00.000;     6993.93453;     0.00116718;       98.00262;       90.34741;      287.03444;      138.55593
2020/01/01 08:25:00.000;     6993.09109;     0.00134382;       98.00311;       90.34861;      288.04520;      141.24929
2020/01/01 08:26:00.000;     6992.36444;     0.00151315;       98.00353;       90.34986;      289.97082;      143.02718
2020/01/01 08:27:00.000;     6991.76810;     0.00167175;       98.00388;       90.35116;      292.51875;      144.18216
2020/01/01 08:28:00.000;     6991.31094;     0.00181722;       98.00415;       90.35249;      295.50264;      144.90057
2020/01/01 08:29:00.000;     6990.99876;     0.00194784;       98.00433;       90.35385;      298.80354;      145.30138
2020/01/01 08:30:00.000;     6990.83587;     0.00206223;       98.00443;       90.35521;      302.34474;      145.46129
2020/01/01 08:31:00.000;     6990.82442;     0.00215930;       98.00444;       90.35657;      306.07221;      145.43434
