Timestamp,pv,Position,datetime,elevation,azimuth,groundpoint,latitude,longitude,day,hour
2020-01-01 00:01:00,"{2020-01-01T00:01:00.000, P(68150.36150105622, 6971648.635150342, 484915.0187941512), V(1049.3082504439133, -528.7662756255208, 7466.216154656573), A(-0.079578084989982, -8.140682388011802, -0.5662274965030321)}","{68,150.3615010562; 6,971,648.635150342; 484,915.0187941512}",2020-01-01 00:01:00,-35.86682334465406,108.58652250710755,"{lat: 4.0030036476 deg, lon: 89.4399310805 deg, alt: 610,791.1820872867}",4.003003647610085,89.43993108054362,1,0
2020-01-01 00:02:00,"{2020-01-01T00:02:00.000, P(130921.56785732543, 6925296.91085856, 931555.3599390805), V(1042.332320381594, -1015.7474329285327, 7416.579833105677), A(-0.15287031539595416, -8.086309538603189, -1.0877288136196939)}","{130,921.5678573254; 6,925,296.91085856; 931,555.3599390805}",2020-01-01 00:02:00,-33.83257390950905,107.72223823700078,"{lat: 7.7063124655 deg, lon: 88.9169619812 deg, alt: 611,141.0122219928}",7.706312465481248,88.91696198117039,1,0
2020-01-01 00:03:00,"{2020-01-01T00:03:00.000, P(193142.63653148437, 6849844.714844444, 1374281.26807758), V(1030.9768418407184, -1498.4406285450511, 7335.781404912746), A(-0.2255111812493136, -7.997802042881052, -1.604595431120461)}","{193,142.6365314844; 6,849,844.714844444; 1,374,281.26807758}",2020-01-01 00:03:00,-31.780910028713347,106.82703352071191,"{lat: 11.4080976955 deg, lon: 88.3848792154 deg, alt: 611,708.0297791988}",11.408097695455783,88.3848792154481,1,0
2020-01-01 00:04:00,"{2020-01-01T00:04:00.000, P(254552.1532466475, 6745610.558852618, 1811232.683978899), V(1015.2901967585024, -1974.8085684113612, 7224.165125448959), A(-0.297191284747406, -7.875543941867951, -2.1146258692481545)}","{254,552.1532466475; 6,745,610.558852618; 1,811,232.683978899}",2020-01-01 00:04:00,-29.709351500125862,105.8917127497597,"{lat: 15.1076168286 deg, lon: 87.8389136297 deg, alt: 612,484.0725380423}",15.107616828578678,87.83891362968814,1,0
2020-01-01 00:05:00,"{2020-01-01T00:05:00.000, P(314892.161175015, 6613034.412920558, 2240574.1494408282), V(995.3392083285579, -2442.841399469945, 7082.206466442895), A(-0.36760554490394276, -7.720065528970281, -2.615649363990061)}","{314,892.161175015; 6,613,034.412920558; 2,240,574.1494408282}",2020-01-01 00:05:00,-27.614869443875186,104.90562051486599,"{lat: 18.8041142825 deg, lon: 87.2738120985 deg, alt: 613,458.0102609446}",18.804114282525287,87.27381209846324,1,0
2020-01-01 00:06:00,"{2020-01-01T00:06:00.000, P(373909.2588196342, 6452675.797084968, 2660502.619124345), V(971.208840889605, -2900.5654120285144, 6910.509980577764), A(-0.4364545631496666, -7.5320408086542425, -3.1055355838315633)}","{373,909.2588196342; 6,452,675.797084968; 2,660,502.619124345}",2020-01-01 00:06:00,-25.493745649265232,103.85613450412005,"{lat: 22.4968125457 deg, lon: 86.6836250713 deg, alt: 614,615.9336475391}",22.496812545715375,86.6836250713317,1,0
2020-01-01 00:07:00,"{2020-01-01T00:07:00.000, P(431355.6774485969, 6265211.35593306, 3069255.1268962747), V(943.0018187557164, -3346.0515690810694, 6709.806589327672), A(-0.503445958491193, -7.312284272909565, -3.582204129904931)}","{431,355.6774485969; 6,265,211.35593306; 3,069,255.1268962747}",2020-01-01 00:07:00,-23.34138653095667,102.72799253139716,"{lat: 26.1848988229 deg, lon: 86.0614386827 deg, alt: 615,941.3893248489}",26.18489882289744,86.06143868270028,1,0
2020-01-01 00:08:00,"{2020-01-01T00:08:00.000, P(486990.3332771998, 6051431.927597342, 3465116.272494382), V(910.8381660260735, -3777.423822253279, 6480.95030853389), A(-0.5682956652246066, -7.061747016029248, -4.043633769701358)}","{486,990.3332771998; 6,051,431.927597342; 3,465,116.272494382}",2020-01-01 00:08:00,-21.15207574602993,101.50237845198089,"{lat: 29.8675051514 deg, lon: 85.39902465 deg, alt: 617,415.6561842444}",29.867505151389977,85.39902464996429,1,0
2020-01-01 00:09:00,"{2020-01-01T00:09:00.000, P(540579.8497283144, 5812239.12117328, 3846425.4952878538), V(874.8546698236771, -4192.867175388761, 6224.914429149832), A(-0.6307291865005962, -6.781512212279096, -4.4878713566503645)}","{540,579.8497283144; 5,812,239.12117328; 3,846,425.4952878538}",2020-01-01 00:09:00,-18.918643881626586,100.15565407168262,"{lat: 33.54367906 deg, lon: 84.6863686826 deg, alt: 619,018.0576366347}",33.543679059972376,84.6863686825767,1,0
2020-01-01 00:10:00,"{2020-01-01T00:10:00.000, P(591899.5452600358, 5548641.41883174, 4211584.103036241), V(835.2042698043743, -4590.635458382294, 5942.787173372063), A(-0.690482797388329, -6.472789984821713, -4.913040390364066)}","{591,899.5452600358; 5,548,641.41883174; 4,211,584.103036241}",2020-01-01 00:10:00,-16.632026901450644,98.65756435017872,"{lat: 37.2123403732 deg, lon: 83.9110179069 deg, alt: 620,726.303764472}",37.212340373214076,83.91101790693894,1,0
2020-01-01 00:11:00,"{2020-01-01T00:11:00.000, P(640734.3824313686, 5261749.821088519, 4559062.024842706), V(792.0553771470655, -4969.058775674504, 5635.766849003841), A(-0.7473046914813646, -6.1369116977609135, -5.317349175162175)}","{640,734.3824313686; 5,261,749.821088519; 4,559,062.024842706}",2020-01-01 00:11:00,-14.280678863881363,96.96864709857326,"{lat: 40.8722173158 deg, lon: 83.0571545368 deg, alt: 622,516.8569112316}",40.87221731576691,83.05715453677489,1,0
